Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Strains,pIC50,potency_label,Representative_pIC50,Flag resistance,Flag Groups,potency_bin,mol_freq,strain_freq,scaffold
CHEMBL335121,,,468.4,1.0,7.93,7b,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2ccc(Cl)cc2)c1F,IC50,'=',104.1,nM,6.98,,,UO_0000065,0,CHEMBL762018,organism-based format,,CHEMBL1129934,1,Scientific Literature,J Med Chem,,In vitro inhibition of chloroquine-sensitive Plasmodium falciparum HB3,HB3,6.98,active,6.98,in vitro inhibition of chloroquine sensitive,CQS,6.0-7.5,3,983,c1ccc(-c2cccc(Nc3ccnc4ccccc34)c2)cc1
CHEMBL4763690,,,3258.1,,,PeD,CC(=O)OC[C@H]1O[C@@H](OCCCn2cc(COC[C@H]3O[C@@H](OCc4cn(CCCO[C@@H]5O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]5OC(C)=O)nn4)[C@H](OCc4cnnn4CCCO[C@@H]4O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]4OC(C)=O)[C@@H](OCc4cn(CCCO[C@@H]5O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]5OC(C)=O)nn4)[C@H]3OCc3cn(CCCO[C@@H]4O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]4OC(C)=O)nn3)nn2)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](O)[C@@H]1O,IC50,'=',21870.0,nM,4.66,,,UO_0000065,0,CHEMBL4718521,organism-based format,,CHEMBL4715746,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 assessed as inhibition of parasite growth incubated for 48 hrs by SYBR green 1 dye based fluorescence assay,W2,4.66,inactive,4.66,chloroquine resistant,CQR,<=5.0,2,5923,c1nnn(CCCOC2OCCCC2OC2CCCCO2)c1COC1C(OCc2cn(CCCOC3OCCCC3OC3CCCCO3)nn2)OC(COCc2cn(CCCOC3OCCCC3OC3CCCCO3)nn2)C(OCc2cn(CCCOC3OCCCC3OC3CCCCO3)nn2)C1OCc1cn(CCCOC2OCCCC2OC2CCCCO2)nn1
CHEMBL4793720,,,426.52,0.0,3.37,37,CN1CCN(CC2CCN(c3nccc4[nH]c(-c5cc(F)cc(F)c5)nc34)CC2)CC1,IC50,'=',60.0,nM,7.22,,,UO_0000065,0,CHEMBL4704390,organism-based format,,CHEMBL4699593,1,Scientific Literature,J Med Chem,,Antimalarial activity against asexual schizont stage of Plasmodium falciparum NF54 measured after 24 hrs by [3H]hypoxanthine incorporation assay,NF54,7.22,active,7.476667,,,6.0-7.5,4,4725,c1ccc(-c2nc3c(N4CCC(CN5CCNCC5)CC4)nccc3[nH]2)cc1
CHEMBL2063620,,,469.42,0.0,4.79,8,Clc1ccc2c(NCCNCCNCCNc3ccnc4cc(Cl)ccc34)ccnc2c1,IC50,'=',87.67,nM,7.06,,,UO_0000065,0,CHEMBL2067426,organism-based format,,CHEMBL2062520,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against asexual erythrocyte stages of chloroquine-sensitive Plasmodium falciparum D10,D10,7.06,active,7.06,asexual erythrocyte stages of chloroquine sensitive,CQS,6.0-7.5,2,1503,c1ccc2c(NCCNCCNCCNc3ccnc4ccccc34)ccnc2c1
CHEMBL4746607,,,625.83,2.0,7.85,70b,CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@@]2(=N)=O,IC50,'=',800.0,nM,6.1,,,UO_0000065,0,CHEMBL4709735,organism-based format,Erythrocyte,CHEMBL4706546,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in human erythrocytes incubated for 48 hrs by lactate dehydrogenase colorimetric enzyme assay,3D7,6.1,active,6.1,,,6.0-7.5,1,7375,N=S1(=O)CC2C(OC(COCc3ccccc3)C(OCc3ccccc3)C2OCc2ccccc2)c2ccccc21
CHEMBL3309531,,,412.92,0.0,4.07,8i,O=c1cc(CNCCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1O,IC50,'=',4.0,nM,8.4,,,UO_0000065,0,CHEMBL3368880,organism-based format,,CHEMBL3352080,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in erythrocytes assessed as [3H]hypoxanthine incorporation after 24 hrs by microbeta scintillation counting analysis,3D7,8.4,high_potency,8.4,,,>=7.5,2,7375,O=c1ccn(C2CC2)c(CNCCCCNc2ccnc3ccccc23)c1
CHEMBL3311432,,,503.05,2.0,5.95,7i,O=c1cc(CNCCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1OCc1ccccc1,IC50,'=',320.0,nM,6.5,,,UO_0000065,0,CHEMBL3368881,organism-based format,,CHEMBL3352080,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum K1 infected in erythrocytes assessed as [3H]hypoxanthine incorporation after 24 hrs by microbeta scintillation counting analysis,K1,6.49,active,6.49,,,6.0-7.5,2,5948,O=c1cc(CNCCCCNc2ccnc3ccccc23)n(C2CC2)cc1OCc1ccccc1
CHEMBL2391240,,,539.59,2.0,5.03,12e,COC(=O)c1ccc2nc3n(C)c4ccc(C(=O)OC)cc4c(NCCCNC(=O)Nc4ccccc4)c-3c2c1,IC50,'=',40.8,nM,7.39,,,UO_0000065,0,CHEMBL2393744,organism-based format,,CHEMBL2390835,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-resistant erythrocytic stage of Plasmodium falciparum K1 infected in human red blood cells assessed as growth inhibition after 48 hrs by [3H]-hypoxanthine incorporation assay,K1,7.39,active,7.39,chloroquine resistant,CQR,6.0-7.5,2,5948,O=C(NCCCNc1c2c3ccccc3nc-2[nH]c2ccccc12)Nc1ccccc1
CHEMBL2391247,,,420.47,0.0,3.17,9a,COC(=O)c1ccc2nc3n(C)c4ccc(C(=O)OC)cc4c(NCCCN)c-3c2c1,IC50,'=',11.9,nM,7.92,,,UO_0000065,0,CHEMBL2393744,organism-based format,,CHEMBL2390835,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-resistant erythrocytic stage of Plasmodium falciparum K1 infected in human red blood cells assessed as growth inhibition after 48 hrs by [3H]-hypoxanthine incorporation assay,K1,7.92,high_potency,7.92,chloroquine resistant,CQR,>=7.5,2,5948,c1ccc2[nH]c3nc4ccccc4c-3cc2c1
CHEMBL306472,,,246.31,0.0,4.49,2,Cc1nccc2c(C)c3[nH]c4ccccc4c3cc12,IC50,'=',400.0,nM,6.4,,,UO_0000065,0,CHEMBL3292171,organism-based format,,CHEMBL3286184,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against multi-drug resistant Plasmodium falciparum K1 in human erythrocytes assessed as growth inhibition after 48 hrs by optical microscopy,K1,6.4,active,6.4,multi drug resistant,MDR,6.0-7.5,2,5948,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
CHEMBL3290612,,,291.31,0.0,4.39,10,Cc1c2ccncc2c(C)c2c1[nH]c1c([N+](=O)[O-])cccc12,IC50,'=',13000.0,nM,4.89,,,UO_0000065,0,CHEMBL3292171,organism-based format,,CHEMBL3286184,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against multi-drug resistant Plasmodium falciparum K1 in human erythrocytes assessed as growth inhibition after 48 hrs by optical microscopy,K1,4.89,inactive,4.89,multi drug resistant,MDR,<=5.0,2,5948,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
CHEMBL306472,,,246.31,0.0,4.49,2,Cc1nccc2c(C)c3[nH]c4ccccc4c3cc12,IC50,'=',1200.0,nM,5.92,,,UO_0000065,0,CHEMBL3292172,organism-based format,,CHEMBL3286184,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against drug susceptible Plasmodium falciparum 3D7 NF54 isolate in human erythrocytes assessed as growth inhibition after 48 hrs by optical microscopy,3D7,5.92,inactive,5.92,drug susceptible,MDS,5.0-6.0,2,7375,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
CHEMBL2435753,,,642.88,2.0,5.74,36,COc1ccc(OC)c(C(=O)NCCCNCCCCCCCCCCCCNCCCNC(=O)c2cc(OC)ccc2OC)c1,IC50,'=',390.0,nM,6.41,,,UO_0000065,0,CHEMBL2439547,organism-based format,,CHEMBL2434856,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against erythrocytic stage of chloroquine and pyrimethamine-resistant Plasmodium falciparum K1,K1,6.41,active,6.41,erythrocytic stage of chloroquine and pyrimethamine resistant,"CQR, PYRR",6.0-7.5,1,5948,O=C(NCCCNCCCCCCCCCCCCNCCCNC(=O)c1ccccc1)c1ccccc1
CHEMBL2435769,,,614.83,1.0,4.04,20,COc1ccc(OC)c(CC(=O)NCCCNCCCCCCCCNCCCNC(=O)Cc2cc(OC)ccc2OC)c1,IC50,'=',12.0,nM,7.92,,,UO_0000065,0,CHEMBL2439547,organism-based format,,CHEMBL2434856,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against erythrocytic stage of chloroquine and pyrimethamine-resistant Plasmodium falciparum K1,K1,7.92,high_potency,7.92,erythrocytic stage of chloroquine and pyrimethamine resistant,"CQR, PYRR",>=7.5,1,5948,O=C(Cc1ccccc1)NCCCNCCCCCCCCNCCCNC(=O)Cc1ccccc1
CHEMBL2435703,,,601.54,2.0,5.85,8d,O=c1c(N2CCC(Nc3ccnc4cc(Cl)ccc34)CC2)c(N2CCC(Nc3ccnc4cc(Cl)ccc34)CC2)c1=O,IC50,'=',105.0,nM,6.98,,,UO_0000065,0,CHEMBL2439232,organism-based format,,CHEMBL2434851,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against ring stage of chloroquine-resistant Plasmodium falciparum W2 infected in human RBC after 48 hrs by flow cytometric analysis,W2,6.98,active,6.98,ring stage of chloroquine resistant,CQR,6.0-7.5,1,5923,O=c1c(N2CCC(Nc3ccnc4ccccc34)CC2)c(N2CCC(Nc3ccnc4ccccc34)CC2)c1=O
CHEMBL2435699,,,413.9,0.0,3.74,6f,CCCCOc1c(N2CCC(Nc3ccnc4cc(Cl)ccc34)CC2)c(=O)c1=O,IC50,'=',4710.0,nM,5.33,,,UO_0000065,0,CHEMBL2439232,organism-based format,,CHEMBL2434851,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against ring stage of chloroquine-resistant Plasmodium falciparum W2 infected in human RBC after 48 hrs by flow cytometric analysis,W2,5.33,inactive,5.33,ring stage of chloroquine resistant,CQR,5.0-6.0,1,5923,O=c1cc(N2CCC(Nc3ccnc4ccccc34)CC2)c1=O
CHEMBL2391244,,,402.5,0.0,3.76,8f,COC(=O)c1ccc2nc3n(C)c4ccccc4c(N4CCCN(C)CC4)c-3c2c1,IC50,'=',750.0,nM,6.12,,,UO_0000065,0,CHEMBL2393747,organism-based format,,CHEMBL2390835,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-sensitive erythrocytic stage of Plasmodium falciparum NF54 infected in human red blood cells assessed as growth inhibition after 48 hrs by [3H]-hypoxanthine incorporation assay,NF54,6.12,active,6.12,chloroquine sensitive,CQS,6.0-7.5,1,4725,c1ccc2c3c(N4CCCNCC4)c4ccccc4[nH]c-3nc2c1
CHEMBL2431013,,,346.13,0.0,2.41,7c,O=C(CSC(c1ccc(Cl)c(Cl)c1)P(=O)(O)O)NO,IC50,'=',870.0,nM,6.06,,,UO_0000065,0,CHEMBL2434041,organism-based format,,CHEMBL2429741,1,Scientific Literature,J Med Chem,,Antimicrobial activity against chloroquine-resistant blood stage forms of Plasmodium falciparum Dd2 after 3 days by HRP2-based ELISA,Dd2,6.06,active,6.06,chloroquine resistant,CQR,6.0-7.5,2,3864,c1ccccc1
CHEMBL2393337,,,201.27,0.0,1.91,11a,Cc1ccc2c(NCCN)ccnc2c1,IC50,'=',37.0,nM,7.43,,,UO_0000065,0,CHEMBL2394756,organism-based format,,CHEMBL2390834,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54 by [3H]hypoxanthine incorporation assay,NF54,7.43,active,7.43,chloroquine sensitive,CQS,6.0-7.5,1,4725,c1ccc2ncccc2c1
CHEMBL1830118,,,309.2,0.0,1.81,5bC,CN(O)C(=O)CCC(c1ccc(F)c(F)c1)P(=O)(O)O,IC50,'=',40.0,nM,7.4,,,UO_0000065,0,CHEMBL2434041,organism-based format,,CHEMBL2429741,1,Scientific Literature,J Med Chem,,Antimicrobial activity against chloroquine-resistant blood stage forms of Plasmodium falciparum Dd2 after 3 days by HRP2-based ELISA,Dd2,7.4,active,7.4,chloroquine resistant,CQR,6.0-7.5,6,3864,c1ccccc1
CHEMBL2431007,,,327.25,0.0,1.72,5b,CN(O)C(=O)CSC(c1ccc(F)c(F)c1)P(=O)(O)O,IC50,'=',88.0,nM,7.06,,,UO_0000065,0,CHEMBL2434041,organism-based format,,CHEMBL2429741,1,Scientific Literature,J Med Chem,,Antimicrobial activity against chloroquine-resistant blood stage forms of Plasmodium falciparum Dd2 after 3 days by HRP2-based ELISA,Dd2,7.06,active,7.06,chloroquine resistant,CQR,6.0-7.5,2,3864,c1ccccc1
CHEMBL3309530,,,412.92,0.0,4.02,8h,CN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(=O)c(O)cn1C1CC1,IC50,'=',170.0,nM,6.77,,,UO_0000065,0,CHEMBL3368880,organism-based format,,CHEMBL3352080,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in erythrocytes assessed as [3H]hypoxanthine incorporation after 24 hrs by microbeta scintillation counting analysis,3D7,6.77,active,6.77,,,6.0-7.5,2,7375,O=c1ccn(C2CC2)c(CNCCCNc2ccnc3ccccc23)c1
CHEMBL3311430,,,489.02,1.0,5.56,7g,O=c1cc(CNCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1OCc1ccccc1,IC50,'=',1710.0,nM,5.77,,,UO_0000065,0,CHEMBL3368881,organism-based format,,CHEMBL3352080,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum K1 infected in erythrocytes assessed as [3H]hypoxanthine incorporation after 24 hrs by microbeta scintillation counting analysis,K1,5.77,inactive,5.77,,,5.0-6.0,2,5948,O=c1cc(CNCCCNc2ccnc3ccccc23)n(C2CC2)cc1OCc1ccccc1
CHEMBL3311433,,,531.1,2.0,6.73,7j,O=c1cc(CNCCCCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1OCc1ccccc1,IC50,'=',320.0,nM,6.5,,,UO_0000065,0,CHEMBL3368881,organism-based format,,CHEMBL3352080,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum K1 infected in erythrocytes assessed as [3H]hypoxanthine incorporation after 24 hrs by microbeta scintillation counting analysis,K1,6.49,active,6.395,,,6.0-7.5,6,5948,O=c1cc(CNCCCCCCNc2ccnc3ccccc23)n(C2CC2)cc1OCc1ccccc1
CHEMBL5219722,,,259.69,0.0,3.76,1800483,COc1ccc2nc3cc(Cl)ccc3c(O)c2c1,IC50,'=',912.0,nM,6.04,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,6.04,active,5.945,,,6.0-7.5,3,4725,c1ccc2nc3ccccc3cc2c1
CHEMBL5313921,,,356.47,0.0,2.55,1801080,COc1ccc2c(C)cc(NCCCN3CCC[C@H](C(N)=O)C3)nc2c1,IC50,'=',2690.0,nM,5.57,,,UO_0000065,0,CHEMBL4888489,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 pLDH assay, at 72h",NF54,5.57,inactive,5.466667,,,5.0-6.0,4,4725,c1ccc2nc(NCCCN3CCCCC3)ccc2c1
CHEMBL5310812,,,284.75,0.0,4.15,1801148,Cc1cc(O)c(Cl)cc1-c1ccc2nccc(N)c2c1,IC50,'=',324.0,nM,6.49,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,6.49,active,6.455,,,6.0-7.5,3,4725,c1ccc(-c2ccc3ncccc3c2)cc1
CHEMBL3617672,,,618.14,2.0,7.02,7l,O=[N+]([O-])C1=C(NCCc2ccccc2)Oc2ccccc2C1c1ccc(N2CCN(c3ccnc4cc(Cl)ccc34)CC2)cc1,IC50,'=',3310.0,nM,5.48,,,UO_0000065,0,CHEMBL3619345,organism-based format,,CHEMBL3616449,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 incubated for 72 hrs by SYBR Green 1 assay,3D7,5.48,inactive,5.48,chloroquine sensitive,CQS,5.0-6.0,2,7375,C1=C(NCCc2ccccc2)Oc2ccccc2C1c1ccc(N2CCN(c3ccnc4ccccc34)CC2)cc1
CHEMBL2436437,,,708.89,3.0,1.94,10,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@H](C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H](O)C4(C)C)[C@]3(C)CC[C@]12C,IC50,'=',8300.0,nM,5.08,,,UO_0000065,0,CHEMBL2439406,organism-based format,,CHEMBL2434868,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against ring stage of Plasmodium falciparum 3D7 infected in erythrocytes assessed as [3H]-hypoxanthine incorporation after 48 hrs by liquid scintillation counting analysis,3D7,5.08,inactive,5.08,,,5.0-6.0,1,7375,C1=C2CCC(OC3CCCCO3)CC2C2CCC3CCCC3C2C1
CHEMBL3234077,,,417.41,0.0,4.49,4,CS(=O)(=O)c1ccc(-c2cnc3ccc(-c4cccc(C(F)(F)F)c4)nn23)cc1,IC50,'=',60.0,nM,7.22,,,UO_0000065,0,CHEMBL3631211,organism-based format,,CHEMBL3627607,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against drug sensitive Plasmodium falciparum NF54 infected in human erythrocytes after 48 hrs by [3H]-hypoxanthine incorporation assay,NF54,7.22,active,7.16,drug sensitive,MDS,6.0-7.5,4,4725,c1ccc(-c2ccc3ncc(-c4ccccc4)n3n2)cc1
CHEMBL3603863,,,294.42,0.0,2.87,12,CC(C)N(C)C(=O)n1cnc(S[C@@H]2C[C@H]3CC[C@@H]2C3)n1,IC50,'=',71.0,nM,7.15,,,UO_0000065,0,CHEMBL3606488,organism-based format,,CHEMBL3603753,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 infected in erythrocytes incubated for 48 hrs by [3H]hypoxanthine incorporation assay,3D7,7.15,active,7.15,,,6.0-7.5,1,7375,c1nc(SC2CC3CCC2C3)n[nH]1
CHEMBL1407588,,,401.92,0.0,3.71,F10,Cc1ccc(S(=O)(=O)N2CCN(c3ccnc4cc(Cl)ccc34)CC2)cc1,IC50,'=',4220.0,nM,5.38,,,UO_0000065,0,CHEMBL2388401,assay format,,CHEMBL2385001,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum FCR-3 assessed as growth inhibition after 24 hrs by [3H]-hypoxanthine incorporation assay,FcR3,5.37,inactive,5.37,chloroquine resistant,CQR,5.0-6.0,1,436,O=S(=O)(c1ccccc1)N1CCN(c2ccnc3ccccc23)CC1
CHEMBL2386191,,,456.78,0.0,4.71,F1,O=S(=O)(c1cc(Cl)ccc1Cl)N1CCN(c2ccnc3cc(Cl)ccc23)CC1,IC50,'=',2550.0,nM,5.59,,,UO_0000065,0,CHEMBL2388401,assay format,,CHEMBL2385001,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum FCR-3 assessed as growth inhibition after 24 hrs by [3H]-hypoxanthine incorporation assay,FcR3,5.59,inactive,5.59,chloroquine resistant,CQR,5.0-6.0,1,436,O=S(=O)(c1ccccc1)N1CCN(c2ccnc3ccccc23)CC1
CHEMBL3354447,,,453.42,1.0,3.46,7,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(CNCCc3cccc(F)c3)c(O)cc(O)c12,IC50,'=',88.0,nM,7.06,,,UO_0000065,0,CHEMBL3376036,organism-based format,,CHEMBL3351935,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine /mefloquine/pyrimethamine-resistant Plasmodium falciparum C235 by malaria SYBR green 1-based fluorescence (MSF) assay,TM91-C235,7.06,active,7.06,chloroquine /mefloquine/pyrimethamine resistant,"CQR, MEFR, PYRR",6.0-7.5,3,580,O=c1cc(-c2ccccc2)oc2c(CNCCc3ccccc3)cccc12
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,CQ,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',14.0,nM,7.85,,,UO_0000065,0,CHEMBL3376035,organism-based format,,CHEMBL3351935,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive/mefloquine-resistant Plasmodium falciparum D6 by malaria SYBR green 1-based fluorescence (MSF) assay,D6,7.85,high_potency,7.696122,chloroquine sensitive/mefloquine resistant,"CQS, MEFR",>=7.5,1556,2297,c1ccc2ncccc2c1
CHEMBL2377312,,,317.34,0.0,1.12,20,CN1CC[C@@H]2C[C@H](O)[C@H]3OC(=O)c4cc5c(cc4[C@H]3[C@@H]21)OCO5,IC50,'=',78800.0,nM,4.1,,,UO_0000065,0,CHEMBL2379112,organism-based format,,CHEMBL2375221,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum F-32 Tanzania infected in blood assessed as decrease in parasitaemia after 48 hrs,F32,4.1,inactive,4.1,chloroquine sensitive,CQS,<=5.0,1,186,O=C1OC2CCC3CCNC3C2c2cc3c(cc21)OCO3
CHEMBL2377309,,,331.32,0.0,1.06,17,C[N+]1([O-])CCC2=C[C@H](O)[C@H]3OC(=O)c4cc5c(cc4[C@H]3[C@@H]21)OCO5,IC50,'=',87600.0,nM,4.06,,,UO_0000065,0,CHEMBL2379112,organism-based format,,CHEMBL2375221,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum F-32 Tanzania infected in blood assessed as decrease in parasitaemia after 48 hrs,F32,4.06,inactive,4.06,chloroquine sensitive,CQS,<=5.0,1,186,O=C1OC2CC=C3CC[NH2+]C3C2c2cc3c(cc21)OCO3
CHEMBL2377306,,,445.47,0.0,3.55,14,C=Cc1ccc(C(=O)O[C@H]2C=C3CCN(C)[C@H]3[C@@H]3c4cc5c(cc4C(=O)O[C@@H]32)OCO5)cc1,IC50,'=',49400.0,nM,4.31,,,UO_0000065,0,CHEMBL2379112,organism-based format,,CHEMBL2375221,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum F-32 Tanzania infected in blood assessed as decrease in parasitaemia after 48 hrs,F32,4.31,inactive,4.31,chloroquine sensitive,CQS,<=5.0,1,186,O=C(OC1C=C2CCNC2C2c3cc4c(cc3C(=O)OC12)OCO4)c1ccccc1
CHEMBL2377301,,,397.43,0.0,2.56,9,C=CCCC(=O)O[C@H]1C=C2CCN(C)[C@H]2[C@@H]2c3cc4c(cc3C(=O)O[C@@H]21)OCO4,IC50,'=',55400.0,nM,4.26,,,UO_0000065,0,CHEMBL2379112,organism-based format,,CHEMBL2375221,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum F-32 Tanzania infected in blood assessed as decrease in parasitaemia after 48 hrs,F32,4.26,inactive,4.26,chloroquine sensitive,CQS,<=5.0,1,186,O=C1OC2CC=C3CCNC3C2c2cc3c(cc21)OCO3
CHEMBL3403498,,,437.43,0.0,3.08,19,CC(C)(C)C(=O)OCOP(=O)(OCOC(=O)C(C)(C)C)C1CCCN(O)C(=O)C1,IC50,'=',2240.3,nM,5.65,,,UO_0000065,0,CHEMBL3407199,assay format,,CHEMBL3399940,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine and mefloquine-resistant Plasmodium falciparum Dd2 after 48 hrs by SYBR Green I assay,Dd2,5.65,inactive,5.65,chloroquine and mefloquine resistant,"CQR, MEFR",5.0-6.0,1,3864,O=C1CCCCCN1
CHEMBL3401707,,,504.49,0.0,4.37,36,NCCCNc1nccc(-c2ccc(CNCCNc3ccnc4cc(Cl)ccc34)s2)n1,IC50,'=',261.0,nM,6.58,,,UO_0000065,0,CHEMBL3405931,organism-based format,,CHEMBL3399958,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-susceptible Plasmodium falciparum african D6 assessed as [3H]-hypoxanthine incorporation by liquid scintillation counting analysis,D6,6.58,active,6.58,chloroquine susceptible,CQS,6.0-7.5,3,2297,c1ccc2c(NCCNCc3ccc(-c4ccncn4)s3)ccnc2c1
CHEMBL3617664,,,573.01,2.0,5.31,7d,CNC1=C([N+](=O)[O-])C(c2ccc(N3CCN(c4ccnc5cc(Cl)ccc45)CC3)cc2)c2cc([N+](=O)[O-])ccc2O1,IC50,'=',1780.0,nM,5.75,,,UO_0000065,0,CHEMBL3619346,organism-based format,,CHEMBL3616449,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1 incubated for 72 hrs by SYBR Green 1 assay,K1,5.75,inactive,5.75,chloroquine resistant,CQR,5.0-6.0,2,5948,C1=CC(c2ccc(N3CCN(c4ccnc5ccccc45)CC3)cc2)c2ccccc2O1
CHEMBL3617663,,,606.91,2.0,6.17,7c,CNC1=C([N+](=O)[O-])C(c2ccc(N3CCN(c4ccnc5cc(Cl)ccc45)CC3)cc2)c2cc(Br)ccc2O1,IC50,'=',1750.0,nM,5.76,,,UO_0000065,0,CHEMBL3619346,organism-based format,,CHEMBL3616449,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1 incubated for 72 hrs by SYBR Green 1 assay,K1,5.76,inactive,5.76,chloroquine resistant,CQR,5.0-6.0,2,5948,C1=CC(c2ccc(N3CCN(c4ccnc5ccccc45)CC3)cc2)c2ccccc2O1
